,td_player_name,passer_player_name,receiver_player_name,rusher_player_name,lateral_receiver_player_name,lateral_rusher_player_name,lateral_sack_player_name,interception_player_name,lateral_interception_player_name,punt_returner_player_name,lateral_punt_returner_player_name,kickoff_returner_player_name,lateral_kickoff_returner_player_name,punter_player_name,kicker_player_name,own_kickoff_recovery_player_name,blocked_player_name,tackle_for_loss_1_player_name,tackle_for_loss_2_player_name,qb_hit_1_player_name,qb_hit_2_player_name,forced_fumble_player_1_player_name,forced_fumble_player_2_player_name,solo_tackle_1_player_name,solo_tackle_2_player_name,assist_tackle_1_player_name,assist_tackle_2_player_name,assist_tackle_3_player_name,assist_tackle_4_player_name,tackle_with_assist_1_player_name,tackle_with_assist_2_player_name,pass_defense_1_player_name,pass_defense_2_player_name,fumbled_1_player_name,fumbled_2_player_name,fumble_recovery_1_player_name,fumble_recovery_2_player_name,sack_player_name,half_sack_1_player_name,half_sack_2_player_name,penalty_player_name,safety_player_name,name,fantasy_player_name
12580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C.Robinson,,,
12581,,,,T.Etienne,,,,,,,,,,,,,,,,,,,,,,J.Phillips,E.Oliver,,,,,,,,,,,,,,,,T.Etienne,T.Etienne
12582,,T.Lawrence,C.Kirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.Epenesa,,,,,,,,,,,T.Lawrence,C.Kirk
12583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J.Poyer,,T.Lawrence,
12584,,,,T.Lawrence,,,,,,,,,,,,,,,,,,,,T.Bernard,,,,,,,,,,,,,,,,,,,T.Lawrence,T.Lawrence
12585,,,,T.Etienne,,,,,,,,,,,,,,,,,,,,Ta.Johnson,,,,,,,,,,,,,,,,,,,T.Etienne,T.Etienne
12586,,T.Lawrence,,,,,,,,,,,,,,,,A.Epenesa,,A.Epenesa,,,,A.Epenesa,,,,,,,,,,,,,,A.Epenesa,,,,,T.Lawrence,
12587,,T.Lawrence,,,,,,,,,,,,,,,,,,L.Floyd,,L.Floyd,,L.Floyd,,,,,,,,,,L.Fortner,T.Lawrence,T.Lawrence,,L.Floyd,,,,,T.Lawrence,
12588,,,,T.Bigsby,,,,,,,,,,,,,,,,,,,,,,E.Oliver,,,,K.Jonathan,,,,,,,,,,,,,T.Bigsby,T.Bigsby
12589,,,,,,,,,,D.Harty,,,,L.Cooke,,,,,,,,,,C.Muma,,,,,,,,,,,,,,,,,T.Sherfield,,,
12590,,J.Allen,S.Diggs,,,,,,,,,,,,,,,,,,,,,A.Cisco,,,,,,,,,,,,,,,,,,,J.Allen,S.Diggs
12591,,J.Allen,J.Cook,,,,,,,,,,,,,,,,,,,,,F.Oluokun,,,,,,,,,,,,,,,,,,,J.Allen,J.Cook
12592,,J.Allen,G.Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J.Allen,G.Davis
12593,,J.Allen,D.Knox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J.Allen,D.Knox
12594,,,,,,,,,,J.Agnew,,,,S.Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12595,,,,T.Etienne,,,,,,,,,,,,,,T.Dodson,,,,,,T.Dodson,,,,,,,,,,,,,,,,,,,T.Etienne,T.Etienne
12596,,T.Lawrence,E.Engram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J.Phillips,,,,,,,,,,,T.Lawrence,E.Engram
12597,,T.Lawrence,C.Ridley,,,,,,,,,,,,,,,,,,,,,K.Elam,,,,,,,,,,,,,,,,,,,T.Lawrence,C.Ridley
12598,,,,T.Etienne,,,,,,,,,,,,,,,,,,,,D.Williams,,,,,,,,,,,,,,,,,,,T.Etienne,T.Etienne
12599,,T.Lawrence,T.Jones,,,,,,,,,,,,,,,,,Ta.Johnson,,,,,,,,,,,,,,,,,,,,,,,T.Lawrence,T.Jones
12600,,T.Lawrence,C.Ridley,,,,,,,,,,,,,,,,,,,,,M.Hyde,,,,,,,,,,,,,,,,,,,T.Lawrence,C.Ridley
12601,,,,T.Lawrence,,,,,,,,,,,,,,,,,,,,K.Elam,,,,,,,,,,,,,,,,,,,T.Lawrence,T.Lawrence
12602,,T.Lawrence,E.Engram,,,,,,,,,,,,,,,,,,,,,,,T.Bernard,,,,T.Dodson,,,,,,,,,,,,,T.Lawrence,E.Engram
12603,,T.Lawrence,C.Kirk,,,,,,,,,,,,,,,,,,,,,T.Bernard,,,,,,,,,,,,,,,,,,,T.Lawrence,C.Kirk
12604,,T.Lawrence,C.Kirk,,,,,,,,,,,,,,,,,,,,,C.Lewis,,,,,,,,,,,,,,,,,,,T.Lawrence,C.Kirk
12605,,,,T.Lawrence,,,,,,,,,,,,,,,,,,,,T.Bernard,,,,,,,,,,,,,,,,,,,T.Lawrence,T.Lawrence
12606,,,,T.Etienne,,,,,,,,,,,,,,,,,,,,,,J.Poyer,,,,T.Bernard,,,,,,,,,,,,,T.Etienne,T.Etienne
12607,,,,J.Agnew,,,,,,,,,,,,,,,,,,,,Ta.Johnson,,,,,,,,,,,,,,,,,,,J.Agnew,J.Agnew
12608,,T.Lawrence,C.Ridley,,,,,,,,,,,,,,,,,,,,,K.Elam,,,,,,,,,,,,,,,,,,,T.Lawrence,C.Ridley
12609,,,,T.Etienne,,,,,,,,,,,,,,E.Oliver,,,,,,,,K.Elam,,,,E.Oliver,,,,,,,,,,,,,T.Etienne,T.Etienne
12610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12611,,T.Lawrence,E.Engram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.Epenesa,,,,,,,,,,,T.Lawrence,E.Engram
12612,,T.Lawrence,,,,,,,,,,,,,,,,,,E.Oliver,,K.Jonathan,,E.Oliver,,,,,,,,,,T.Lawrence,,T.Dodson,,E.Oliver,,,,,T.Lawrence,
12613,,J.Allen,D.Kincaid,,,,,,,,,,,,,,,,,A.Gotsis,,,,A.Cisco,,,,,,,,,,,,,,,,,,,J.Allen,D.Kincaid
12614,,,,D.Harris,,,,,,,,,,,,,,,,,,,,R.Jenkins,,,,,,,,,,,,,,,,,,,D.Harris,D.Harris
12615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D.Dawkins,,J.Allen,
12616,,J.Allen,D.Knox,,,,,,,,,,,,,,,,,J.Ledbetter,,,,,,,,,,,,R.Jenkins,,,,,,,,,,,J.Allen,D.Knox
12617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12618,,J.Allen,S.Diggs,,,,,Dari.Williams,,,,,,,,,,,,,,,,S.Diggs,,,,,,,,Dari.Williams,,,,,,,,,,,J.Allen,S.Diggs
12619,,T.Lawrence,C.Ridley,,,,,,,,,,,,,,,,,,,,,,,M.Hyde,,,,K.Elam,,,,,,,,,,,,,T.Lawrence,C.Ridley
12620,,,,T.Lawrence,,,,,,,,,,,,,,,,,,,,T.Bernard,,,,,,,,,,,,,,,,,,,T.Lawrence,T.Lawrence
12621,,,,T.Etienne,,,,,,,,,,,,,,,,,,,,,,A.Epenesa,T.Bernard,,,,,,,,,,,,,,,,T.Etienne,T.Etienne
12622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B.Strange,,,
12623,,T.Lawrence,T.Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T.Lawrence,T.Etienne
12624,,T.Lawrence,,,,,,,,,,,,,,,,,,L.Floyd,,,,L.Floyd,,,,,,,,,,,,,,L.Floyd,,,,,T.Lawrence,
12625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ta.Johnson,,T.Lawrence,
12626,,T.Lawrence,C.Kirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T.Dodson,,,,,,,,,,,T.Lawrence,C.Kirk
12627,,,,T.Lawrence,,,,,,,,,,,,,,,,,,,,K.Elam,,,,,,,,,,,,,,,,,,,T.Lawrence,T.Lawrence
12628,,,,T.Etienne,,,,,,,,,,,,,,,,,,,,D.Jackson,,,,,,,,,,,,,,,,,,,T.Etienne,T.Etienne
12629,,,,T.Etienne,,,,,,,,,,,,,,,,,,,,,,T.Bernard,K.Vickers,,,,,,,,,,,,,,,,T.Etienne,T.Etienne
12630,T.Etienne,,,T.Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T.Etienne,T.Etienne
12631,,,,,,,,,,,,,,,B.McManus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12632,,,,,,,,,,,,,,,B.McManus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O.Torrence,,J.Allen,
12634,,J.Allen,G.Davis,,,,,,,,,,,,,,,,,,,,,A.Cisco,,,,,,,,,,,,,,,,,,,J.Allen,G.Davis
12635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O.Torrence,,J.Allen,
12636,,J.Allen,D.Knox,,,,,,,,,,,,,,,,,,,,,A.Gotsis,,,,,,,,,,,,,,,,,,,J.Allen,D.Knox
12637,,J.Allen,J.Cook,,,,,,,,,,,,,,,,,,,,,F.Oluokun,,,,,,,,,,,,,,,,,,,J.Allen,J.Cook
12638,,J.Allen,S.Diggs,,,,,,,,,,,,,,,,,,,,,Dari.Williams,,,,,,,,,,,,,,,,,,,J.Allen,S.Diggs
12639,,J.Allen,T.Sherfield,,,,,,,,,,,,,,,,,Y.Abdullah,,,,C.Muma,,,,,,,,,,,,,,,,,C.Muma,,J.Allen,T.Sherfield
12640,,,,J.Cook,,,,,,,,,,,,,,F.Fatukasi,,,,,,,,F.Oluokun,,,,F.Fatukasi,,,,,,,,,,,,,J.Cook,J.Cook
12641,,J.Allen,K.Shakir,,,,,,,,,,,,,,,,,,,,,T.Herndon,,,,,,,,,,,,,,,,,,,J.Allen,K.Shakir
12642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J.Allen,,J.Allen,
12643,,J.Allen,S.Diggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J.Allen,S.Diggs
12644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S.Diggs,,J.Allen,
12645,G.Davis,J.Allen,G.Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J.Allen,G.Davis
12646,,J.Allen,K.Shakir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J.Allen,K.Shakir
12647,,,,,,,,,,,,,,,T.Bass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12648,,,,T.Etienne,,,,,,,,,,,,,,,,,,,,,,K.Elam,T.Bernard,,,,,,,,,,,,,,,,T.Etienne,T.Etienne
12649,,,,T.Etienne,,,,,,,,,,,,,,,,,,,,,,T.Dodson,A.Epenesa,,,,,,,,,,,,,,,,T.Etienne,T.Etienne
12650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12651,,T.Lawrence,C.Ridley,,,,,,,,,,,,,,,,,T.Dodson,,,,M.Hyde,,,,,,,,,,,,,,,,,,,T.Lawrence,C.Ridley
12652,,,,T.Etienne,,,,,,,,,,,,,,,,,,,,T.Settle,,,,,,,,,,,,,,,,,,,T.Etienne,T.Etienne
12653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12654,T.Etienne,,,T.Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T.Etienne,T.Etienne
12655,,,,,,,,,,,,,,,B.McManus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12656,,,,,,,,,,,,,,,B.McManus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12657,,J.Allen,D.Harty,,,,,,,,,,,,,,,,,,,,,R.Jenkins,,,,,,,,,,,,,,,,,,,J.Allen,D.Harty
12658,,J.Allen,G.Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J.Allen,G.Davis
12659,,J.Allen,,,,,,,,,,,,,,,,,,F.Oluokun,,,,,,,,,,,,,,,,,,,,,,,J.Allen,
12660,J.Allen,,,J.Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J.Allen,J.Allen
12661,,,,,,,,,,,,,,,T.Bass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12662,,,,,,,,,,,,,,,T.Bass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12663,,,,T.Etienne,,,,,,,,,,,,,,,,,,,,,,D.Jackson,,,,K.Vickers,,,,,,,,,,,,,T.Etienne,T.Etienne
12664,,,,T.Etienne,,,,,,,,,,,,,,,,,,,,E.Oliver,,,,,,,,,,,,,,,,,,,T.Etienne,T.Etienne
12665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12666,,,,T.Etienne,,,,,,,,,,,,,,,,,,,,,,D.Williams,,,,T.Dodson,,,,,,,,,,,,,T.Etienne,T.Etienne
12667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12668,,,,,,,,,,D.Harty,,,,L.Cooke,,,,,,,,,,,,,,,,,,,,D.Harty,,,,,,,,,,
12669,,J.Allen,S.Diggs,,,,,,,,,,,,,,,,,,,Dari.Williams,,Dari.Williams,,,,,,,,,,S.Diggs,,T.Walker,,,,,,,J.Allen,S.Diggs
12670,,,,T.Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T.Lawrence,T.Lawrence
12671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12673,,,,,,,,,,,,,,,H.Butker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12674,,K.Cousins,J.Oliver,,,,,,,,,,,,,,,,,,,J.Reid,,,,J.Reid,W.Gay,,,,,,,J.Oliver,,B.Cook,,,,,,,K.Cousins,J.Oliver
12675,,,,I.Pacheco,,,,,,,,,,,,,,,,,,,,,,H.Smith,J.Bullard,,,,,,,,,,,,,,,,I.Pacheco,I.Pacheco
12676,,P.Mahomes,S.Moore,,,,,,,,,,,,,,,,,,,,,C.Bynum,,,,,,,,,,,,,,,,,,,P.Mahomes,S.Moore
12677,,,,I.Pacheco,,,,,,,,,,,,,,,,,,,,H.Phillips,,,,,,,,,,,,,,,,,,,I.Pacheco,I.Pacheco
12678,,P.Mahomes,T.Kelce,,,,,,,,,,,,,,,,,,,,,C.Bynum,,,,,,,,,,,,,,,,,,,P.Mahomes,T.Kelce
12679,,P.Mahomes,K.Toney,,,,,,,,,,,,,,,,,,,,,,,M.Davenport,,,,J.Metellus,,,,,,,,,,,,,P.Mahomes,K.Toney
12680,,P.Mahomes,T.Kelce,,,,,,,,,,,,,,,,,M.Davenport,,,,,,,,,,,,C.Bynum,,,,,,,,,,,P.Mahomes,T.Kelce
12681,,P.Mahomes,N.Gray,,,,,,,,,,,,,,,,,,,,,T.Dye,,,,,,,,,,,,,,,,,,,P.Mahomes,N.Gray
12682,,,,I.Pacheco,,,,,,,,,,,,,,,,,,,,,,C.Bynum,H.Smith,,,,,,,,,,,,,,,,I.Pacheco,I.Pacheco
12683,I.Pacheco,,,I.Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I.Pacheco,I.Pacheco
12684,,,,,,,,,,,,,,,H.Butker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12685,,,,,,,,,,,,,,,H.Butker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12686,,,,A.Mattison,,,,,,,,,,,,,,,,,,,,J.Reid,,,,,,,,,,K.Cousins,,K.Cousins,,,,,,,A.Mattison,A.Mattison
12687,,K.Cousins,K.Osborn,,,,,,,,,,,,,,,,,T.McDuffie,,,,,,,,,,,,T.McDuffie,,,,,,,,,,,K.Cousins,K.Osborn
12688,,K.Cousins,T.Hockenson,,,,,,,,,,,,,,,,,,,,,J.Reid,,,,,,,,,,,,,,,,,,,K.Cousins,T.Hockenson
12689,,K.Cousins,J.Jefferson,,,,,,,,,,,,,,,,,,,,,T.McDuffie,,,,,,,,,,,,,,,,,,,K.Cousins,J.Jefferson
12690,,K.Cousins,J.Jefferson,,,,,,,,,,,,,,,,,,,,,L.Sneed,,,,,,,,,,,,,,,,,,,K.Cousins,J.Jefferson
12691,,K.Cousins,K.Osborn,,,,,,,,,,,,,,,B.Cook,,,,,,,,J.Williams,,,,B.Cook,,,,,,,,,,,,,K.Cousins,K.Osborn
12692,,,,A.Mattison,,,,,,,,,,,,,,,,,,,,W.Gay,,,,,,,,,,,,,,,,,,,A.Mattison,A.Mattison
12693,,K.Cousins,K.Osborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L.Sneed,,,,,,,,,,,K.Cousins,K.Osborn
12694,,K.Cousins,J.Addison,,,,,,,,,,,,,,,,,,,,,B.Cook,,,,,,,,,,,,,,,,,,,K.Cousins,J.Addison
12695,,,,A.Mattison,,,,,,,,,,,,,,,,,,,,,,B.Cook,D.Tranquill,,,,,,,,,,,,,,T.Wharton,,A.Mattison,A.Mattison
12696,,K.Cousins,,,,,,,,,,,,,,,,L.Chenal,,L.Chenal,,,,L.Chenal,,,,,,,,,,,,,,L.Chenal,,,,,K.Cousins,
12697,,K.Cousins,A.Mattison,,,,,,,,,,,,,,,,,,,,,,,J.Williams,,,,J.Reid,,,,,,,,,,,,,K.Cousins,A.Mattison
12698,,K.Cousins,T.Hockenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K.Cousins,T.Hockenson
12699,,,,,,,,,,,,,,,G.Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12700,,,,,,,,,,,,,,,G.Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12701,,,,C.Edwards-Helaire,,,,,,,,,,,,,,,,,,,,J.Hicks,,,,,,,,,,,,,,,,,,,C.Edwards-Helaire,C.Edwards-Helaire
12702,,P.Mahomes,T.Kelce,,,,,,,,,,,,,,,,,,,,,C.Bynum,,,,,,,,,,,,,,,,,,,P.Mahomes,T.Kelce
12703,,P.Mahomes,K.Toney,,,,,,,,,,,,,,,,,,,,,J.Metellus,,,,,,,,,,,,,,,,,,,P.Mahomes,K.Toney
12704,,P.Mahomes,,,,,,,,,,,,,,,,D.Hunter,,D.Hunter,,,,D.Hunter,,,,,,,,,,,,,,D.Hunter,,,,,P.Mahomes,
12705,,P.Mahomes,J.Ross,,,,,,,,,,,,,,,,,,,,,M.Blackmon,,,,,,,,,,,,,,,,,,,P.Mahomes,J.Ross
12706,,,,C.Edwards-Helaire,,,,,,,,,,,,,,,,,,,,,,H.Phillips,,,,J.Hicks,,,,,,,,,,,,,C.Edwards-Helaire,C.Edwards-Helaire
12707,,P.Mahomes,R.Rice,,,,,,,,,,,,,,,,,,,,,,,B.Murphy,H.Phillips,,,,,,,,,,,,,,,,P.Mahomes,R.Rice
12708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12709,,P.Mahomes,J.McKinnon,,,,,,,,,,,,,,,,,,,,,H.Smith,,,,,,,,,,,,,,,,,,,P.Mahomes,J.McKinnon
12710,,,,C.Edwards-Helaire,,,,,,,,,,,,,,,,,,,,,,H.Phillips,I.Pace,,,,,,,,,,,,,,,,C.Edwards-Helaire,C.Edwards-Helaire
12711,,P.Mahomes,T.Kelce,,,,,,,,,,,,,,,,,I.Pace,,,,H.Smith,,,,,,,,,,,,,,,,,,,P.Mahomes,T.Kelce
12712,,P.Mahomes,M.Valdes-Scantling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.Mahomes,M.Valdes-Scantling
12713,,,,,,,,,,,,,,,H.Butker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12714,,,,,,,,,,,,,,,H.Butker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12715,,K.Cousins,J.Jefferson,,,,,,,,,,,,,,,,,,,,,J.Reid,,,,,,,,,,,,,,,,,J.Reid,,K.Cousins,J.Jefferson
12716,,,,C.Akers,,,,,,,,,,,,,,,,,,,,D.Nnadi,,,,,,,,,,,,,,,,,,,C.Akers,C.Akers
12717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L.Sneed,,K.Cousins,
12718,,,,C.Akers,,,,,,,,,,,,,,,,,,,,T.McDuffie,,,,,,,,,,,,,,,,,,,C.Akers,C.Akers
12719,,K.Cousins,C.Akers,,,,,,,,,,,,,,,,,,,,,W.Gay,,,,,,,,,,,,,,,,,,,K.Cousins,C.Akers
12720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T.McDuffie,,K.Cousins,
12721,,,,C.Akers,,,,,,,,,,,,,,,,,,,,W.Gay,,,,,,,,,,,,,,,,,L.Sneed,,C.Akers,C.Akers
12722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B.O'Neill,,K.Cousins,
12723,,K.Cousins,J.Addison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K.Cousins,J.Addison
12724,,K.Cousins,J.Addison,,,,,,,,,,,,,,,,,,,,,L.Sneed,,,,,,,,,,,,,,,,,,,K.Cousins,J.Addison
12725,,K.Cousins,K.Osborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K.Cousins,K.Osborn
12726,,,,,,,,,,,,,,,G.Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12727,,,,,,,,,,,,,,,G.Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12728,,P.Mahomes,K.Toney,,,,,,,,,,,,,,,,,J.Metellus,,,,,,,,,,,,,,,,,,,,,,,P.Mahomes,K.Toney
12729,,,,I.Pacheco,,,,,,,,,,,,,,,,,,,,,,J.Bullard,I.Pace,,,,,,,,,,,,,,,,I.Pacheco,I.Pacheco
12730,,P.Mahomes,Ju.Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M.Blackmon,,,,,,,,,,,P.Mahomes,Ju.Watson
12731,,,,,,,,,,B.Powell,,,,T.Townsend,,,,,,,,,,,,,,,,,,,,,,,,,,,N.Jones,,,
12732,,,,A.Mattison,,,,,,,,,,,,,,,,,,,,G.Karlaftis,,,,,,,,,,,,,,,,,,,A.Mattison,A.Mattison
12733,,K.Cousins,,,,,,,,,,,,,,,,C.Jones,,C.Jones,,,,C.Jones,,,,,,,,,,,,,,C.Jones,,,,,K.Cousins,
12734,,K.Cousins,T.Hockenson,,,,,,,,,,,,,,,,,,,,,T.McDuffie,,,,,,,,,,,,,,,,,,,K.Cousins,T.Hockenson
12735,,,,T.Chandler,,,,,,,,,,,,,,,,,,,,D.Tranquill,,,,,,,,,,,,,,,,,,,T.Chandler,T.Chandler
12736,,K.Cousins,J.Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K.Cousins,J.Jefferson
12737,,,,B.Powell,,,,,,,,,,,,,,,,,,,,T.McDuffie,,,,,,,,,,,,,,,,,,,B.Powell,B.Powell
12738,,,,K.Cousins,,,,,,,,,,,,,,,,,,,,D.Tranquill,,,,,,,,,,,,,,,,,,,K.Cousins,K.Cousins
12739,,,,A.Mattison,,,,,,,,,,,,,,,,,,,,,,W.Gay,D.Tranquill,,,,,,,,,,,,,,,,A.Mattison,A.Mattison
12740,,,,A.Mattison,,,,,,,,,,,,,,M.Edwards,,,,,,,,F.Anudike-Uzomah,,,,M.Edwards,,,,,,,,,,,,,A.Mattison,A.Mattison
12741,,K.Cousins,J.Addison,,,,,,,,,,,,,,,,,,,,,J.Williams,,,,,,,,,,,,,,,,,,,K.Cousins,J.Addison
12742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12743,,K.Cousins,B.Powell,,,,,,,,,,,,,,,,,,,,,D.Tranquill,,,,,,,,,,,,,,,,,,,K.Cousins,B.Powell
12744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12745,J.Addison,K.Cousins,J.Addison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K.Cousins,J.Addison
12746,,,,,,,,,,,,,,,G.Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12747,,,,,,,,,,,,,,,G.Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12748,,P.Mahomes,T.Kelce,,,,,,,,,,,,,,,,,,,,,J.Metellus,,,,,,,,,,,,,,,,,,,P.Mahomes,T.Kelce
12749,,P.Mahomes,T.Kelce,,,,,,,,,,,,,,,,,,,,,B.Murphy,,,,,,,,,,,,,,,,,,,P.Mahomes,T.Kelce
12750,,,,J.McKinnon,,,,,,,,,,,,,,,,,,,,J.Hicks,,,,,,,,,,,,,,,,,,,J.McKinnon,J.McKinnon
12751,,P.Mahomes,J.McKinnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J.Hicks,,,,,,,,,,,P.Mahomes,J.McKinnon
12752,,P.Mahomes,Ju.Watson,,,,,,,,,,,,,,,,,P.Jones,,,,,,,,,,,,,,,,,,,,,,,P.Mahomes,Ju.Watson
12753,,P.Mahomes,N.Gray,,,,,,,,,,,,,,,,,M.Davenport,,,,B.Murphy,,,,,,,,,,,,,,,,,,,P.Mahomes,N.Gray
12754,,P.Mahomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12756,,P.Mahomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.Mahomes,
12757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12758,,P.Mahomes,S.Moore,,,,,,,,,,,,,,,,,,,,,A.Evans,,,,,,,,,,,,,,,,,,,P.Mahomes,S.Moore
12759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12760,,,,,,,,,,,,,,,H.Butker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12762,,,,,,,,,,,,,,,G.Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763,,P.Mahomes,,,,,,,,,,,,,,,,M.Davenport,,M.Davenport,,,,M.Davenport,,,,,,,,,,,,,,M.Davenport,,,,,P.Mahomes,
12764,,P.Mahomes,K.Toney,,,,,,,,,,,,,,,,,,,,,A.Evans,,,,,,,,,,,,,,,,,,,P.Mahomes,K.Toney
12765,,P.Mahomes,Ju.Watson,,,,,,,,,,,,,,,,,H.Smith,,,,C.Bynum,,,,,,,,,,,,,,,,,,,P.Mahomes,Ju.Watson
12766,,,,I.Pacheco,,,,,,,,,,,,,,,,,,,,H.Smith,,,,,,,,,,,,,,,,,,,I.Pacheco,I.Pacheco
12767,,P.Mahomes,R.Rice,,,,,,,,,,,,,,,,,,,,,J.Hicks,,,,,,,,,,,,,,,,,,,P.Mahomes,R.Rice
12768,,P.Mahomes,J.Ross,,,,,,,,,,,,,,,,,,,,,M.Blackmon,,,,,,,,,,,,,,,,,,,P.Mahomes,J.Ross
12769,,,,I.Pacheco,,,,,,,,,,,,,,,,,,,,,,D.Wonnum,J.Bullard,,,,,,,,,,,,,,,,I.Pacheco,I.Pacheco
